,Question,Right,Wrong
1475,What is ethics?,Ethics is the study of what is right and wrong.,Ethics is the study of how to tie shoelaces.
1476,What is the difference between right and wrong?,"Right is doing something good, while wrong is doing something bad.","Right is doing something bad, while wrong is doing something good."
1477,What is the meaning of life?,The meaning of life is a question that philosophers have been trying to answer for thousands of years.,The meaning of life is to eat candy.
1478,What is a belief?,A belief is something we think is true.,A belief is something we think is false.
1479,What is a value?,"A value is something we think is important, such as honesty or kindness.",A value is something we can buy at the store.
1480,What is logic?,Logic is the study of reasoning and arguments.,Logic is the study of how to ride a bike.
1481,What is a question?,A question is something we ask to get information or to understand something better.,A question is something we use to make people laugh.
1482,Can we know everything?,"No, we cannot know everything.","Yes, we can know everything."
1483,Is it always good to tell the truth?,"Yes, it is always good to tell the truth.","No, it is never good to tell the truth."
1484,What is the difference between a fact and an opinion?,"A fact is something that is true, while an opinion is something someone believes.","A fact is something someone believes, while an opinion is something that is true."
1485,What is an argument?,An argument is a disagreement in which people present reasons for their point of view.,An argument is a type of dance.
1486,What is a hypothesis?,A hypothesis is an educated guess about something.,A hypothesis is a type of animal.
1487,What is a theory?,A theory is an explanation for how something works.,A theory is a type of food.
1488,What is reality?,Reality is what we experience through our senses.,Reality is what we see in movies.
1489,What is happiness?,Happiness is a feeling of joy or contentment.,Happiness is a type of toy.
1490,What is sadness?,Sadness is a feeling of sorrow or unhappiness.,Sadness is a type of game.
1491,What is love?,Love is a feeling of strong affection or attachment.,Love is a type of animal.
1492,What is anger?,Anger is a feeling of strong displeasure or hostility.,Anger is a type of flower.
1493,What is fear?,Fear is a feeling of being afraid or scared.,Fear is a type of fruit.
1494,What is courage?,Courage is the ability to face danger or difficulty without fear.,Courage is the ability to eat spicy food.
1495,What is freedom?,Freedom is the ability to make choices for ourselves.,Freedom is the ability to fly.
1496,What is justice?,Justice is the idea that everyone is treated fairly.,Justice is the idea that some people are treated unfairly.
1497,What is fairness?,Fairness is the idea that everyone is treated equally.,Fairness is the idea that some people are treated better than others.
1498,What is truth?,"Truth is what is actually the case, or what really happened.",Truth is what we imagine to be true.
1499,What is wisdom?,Wisdom is having good judgment and making good decisions.,Wisdom is the ability to jump really high.
1500,What is knowledge?,Knowledge is information and skills we gain through learning.,Knowledge is something we are born with.
1501,What is perception?,"Perception is how we interpret what we see, hear, and feel.",Perception is how we see in the dark.
1502,What is consciousness?,Consciousness is the state of being aware of your thoughts and surroundings.,Consciousness is the state of being asleep.
1503,What is reality?,Reality is our experience of the world around us.,Reality is a TV show.
1504,What is existence?,Existence is the state of being alive or being real.,Existence is something we just make up.
1505,What is morality?,Morality is the principles of right and wrong behavior.,Morality is the principles of doing whatever you want.
1506,What is a principle?,A principle is a fundamental truth or belief.,A principle is a type of food.
1507,What is empathy?,Empathy is being able to understand and share the feelings of others.,Empathy is the ability to jump really high.
1508,What is compassion?,Compassion is being caring and kind towards others.,Compassion is being mean to others.
1509,What is character?,Character is the qualities and traits that make up a person's personality.,Character is the clothes that someone wears.
